Facility ID,Hospital Name,Indicator Name,Year,Infections Observed,Infections Predicted,Denominator,Indicator Value,Indicator Lower Confidence Limit,Indicator Upper Confidence Limit,Indicator Units,Comparison Results,Location 1
1098,St Joseph's Medical Center,CRE Admission Prevalence Rate- Bloodstream Infections,2016,1,,"3,399",0.29,,,"# admission prevalent CRE BSIs per 1,000 admissions",Not compared,"(40.928952, -73.896536)"
1098,St Joseph's Medical Center,CRE Admission Prevalence Rate- all body sites,2016,10,,"3,399",2.94,,,"# admission prevalent CRE infections per 1,000 admissions",Not compared,"(40.928952, -73.896536)"
1098,St Joseph's Medical Center,CLABSI Step Down Unit,2016,2,0.24,236,8.47,1.03,30.61,# CLABSI per 1000 line days,Not significantly different than NYS 2016 average,"(40.928952, -73.896536)"
1098,St Joseph's Medical Center,CLABSI Overall Standardized Infection Ratio,2016,3,1.71,,1.76,0.36,5.13,,Not significantly different than NYS 2016 average,"(40.928952, -73.896536)"
1098,St Joseph's Medical Center,CLABSI Medical Surgical Ward,2016,1,0.87,840,1.19,0.03,6.63,# CLABSI per 1000 line days,Not significantly different than NYS 2016 average,"(40.928952, -73.896536)"
1098,St Joseph's Medical Center,CLABSI Medical Surgical ICU,2016,0,0.59,725,0,0,4.13,# CLABSI per 1000 line days,Not significantly different than NYS 2016 average,"(40.928952, -73.896536)"
1098,St Joseph's Medical Center,CDI Possibly-My-Hospital Associated,2016,1,,"18,573",0.54,,,"# possibly-my-hospital cases per 10,000 patient days, not risk-adjusted",Not compared,"(40.928952, -73.896536)"
1098,St Joseph's Medical Center,CDI Hospital Onset,2016,6,6.77,"18,573",5.74,1.47,14.97,"# hospital onset cases per 10,000 patient days, risk-adjusted",Not significantly different than NYS 2016 average,"(40.928952, -73.896536)"
1098,St Joseph's Medical Center,CDI Community Onset Not-My-Hospital,2016,11,,"3,399",0.32,,,"# community onset not-my-hospital cases per 100 admissions, not risk-adjusted",Not compared,"(40.928952, -73.896536)"
1117,Northern Westchester Hospital,SSI Overall Standardized Infection Ratio,2016,13,7.17,,1.81,0.97,3.1,,Not significantly different than NYS 2016 average,"(41.196775, -73.724505)"
1117,Northern Westchester Hospital,SSI Hysterectomy,2016,5,1.75,272,3.2,1.04,7.46,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2016 average,"(41.196775, -73.724505)"
1117,Northern Westchester Hospital,SSI Hip,2016,4,1.68,288,1.84,0.5,4.71,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2016 average,"(41.196775, -73.724505)"
1117,Northern Westchester Hospital,SSI Colon,2016,4,3.73,117,5.32,1.45,13.62,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2016 average,"(41.196775, -73.724505)"
1117,Northern Westchester Hospital,CRE Hospital Onset Infection Rate- Bloodstream Infections,2016,0,,"43,196",0,,,"# hospital onset blood stream CRE infections per 10,000 patient days",Not compared,"(41.196775, -73.724505)"
1117,Northern Westchester Hospital,CRE Hospital Onset Infection Rate- all body sites,2016,0,,"43,196",0,,,"# hospital onset CRE infections per 10,000 patient days",Not compared,"(41.196775, -73.724505)"
1117,Northern Westchester Hospital,CRE Admission Prevalence Rate- Bloodstream Infections,2016,0,,"9,916",0,,,"# admission prevalent CRE BSIs per 1,000 admissions",Not compared,"(41.196775, -73.724505)"
1117,Northern Westchester Hospital,CRE Admission Prevalence Rate- all body sites,2016,11,,"9,916",1.11,,,"# admission prevalent CRE infections per 1,000 admissions",Not compared,"(41.196775, -73.724505)"
1117,Northern Westchester Hospital,CLABSI Surgical Ward,2016,0,0.11,140,0,0,21.4,# CLABSI per 1000 line days,Not significantly different than NYS 2016 average,"(41.196775, -73.724505)"
1117,Northern Westchester Hospital,CLABSI Step Down Unit,2016,0,0.05,53,0,0,56.52,# CLABSI per 1000 line days,Not significantly different than NYS 2016 average,"(41.196775, -73.724505)"
1117,Northern Westchester Hospital,CLABSI Pediatric Ward,2016,,,,,,,# CLABSI per 1000 line days,"Not compared, less than 50 central line days","(41.196775, -73.724505)"
1117,Northern Westchester Hospital,CLABSI Overall Standardized Infection Ratio,2016,2,2.66,,0.75,0.09,2.71,,Not significantly different than NYS 2016 average,"(41.196775, -73.724505)"
1117,Northern Westchester Hospital,CLABSI Neonatal ICU Level 3,2016,,,,,,,# CLABSI per 1000 line days,"Not compared, less than 50 central line days","(41.196775, -73.724505)"
1117,Northern Westchester Hospital,CLABSI Medical Ward,2016,1,2.01,"1,769",0.57,0.01,3.15,# CLABSI per 1000 line days,Not significantly different than NYS 2016 average,"(41.196775, -73.724505)"
1117,Northern Westchester Hospital,CLABSI Medical Surgical ICU,2016,1,0.46,568,1.76,0.04,9.81,# CLABSI per 1000 line days,Not significantly different than NYS 2016 average,"(41.196775, -73.724505)"
1117,Northern Westchester Hospital,CDI Possibly-My-Hospital Associated,2016,7,,"38,246",1.83,,,"# possibly-my-hospital cases per 10,000 patient days, not risk-adjusted",Not compared,"(41.196775, -73.724505)"
1117,Northern Westchester Hospital,CDI Hospital Onset,2016,26,24.09,"38,246",6.99,3.96,11.36,"# hospital onset cases per 10,000 patient days, risk-adjusted",Not significantly different than NYS 2016 average,"(41.196775, -73.724505)"
1117,Northern Westchester Hospital,CDI Community Onset Not-My-Hospital,2016,40,,"8,356",0.48,,,"# community onset not-my-hospital cases per 100 admissions, not risk-adjusted",Not compared,"(41.196775, -73.724505)"
1122,NewYork-Presbyterian Lawrence Hospital,SSI Overall Standardized Infection Ratio,2016,5,4.23,,1.18,0.38,2.76,,Not significantly different than NYS 2016 average,"(40.941756, -73.836131)"
1122,NewYork-Presbyterian Lawrence Hospital,SSI Hysterectomy,2016,2,0.39,39,5.68,0.69,20.53,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2016 average,"(40.941756, -73.836131)"
1122,NewYork-Presbyterian Lawrence Hospital,SSI Hip,2016,2,1.52,117,1.02,0.12,3.67,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2016 average,"(40.941756, -73.836131)"
1122,NewYork-Presbyterian Lawrence Hospital,SSI Colon,2016,1,2.31,48,2.15,0.05,11.96,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2016 average,"(40.941756, -73.836131)"
1122,NewYork-Presbyterian Lawrence Hospital,CRE Hospital Onset Infection Rate- Bloodstream Infections,2016,0,,"51,781",0,,,"# hospital onset blood stream CRE infections per 10,000 patient days",Not compared,"(40.941756, -73.836131)"
1122,NewYork-Presbyterian Lawrence Hospital,CRE Hospital Onset Infection Rate- all body sites,2016,1,,"51,781",0.19,,,"# hospital onset CRE infections per 10,000 patient days",Not compared,"(40.941756, -73.836131)"
1122,NewYork-Presbyterian Lawrence Hospital,CRE Admission Prevalence Rate- Bloodstream Infections,2016,1,,"11,617",0.09,,,"# admission prevalent CRE BSIs per 1,000 admissions",Not compared,"(40.941756, -73.836131)"
1122,NewYork-Presbyterian Lawrence Hospital,CRE Admission Prevalence Rate- all body sites,2016,18,,"11,617",1.55,,,"# admission prevalent CRE infections per 1,000 admissions",Not compared,"(40.941756, -73.836131)"
1122,NewYork-Presbyterian Lawrence Hospital,CLABSI Pediatric Ward,2016,,,,,,,# CLABSI per 1000 line days,"Not compared, less than 50 central line days","(40.941756, -73.836131)"
1122,NewYork-Presbyterian Lawrence Hospital,CLABSI Overall Standardized Infection Ratio,2016,9,5.37,,1.68,0.77,3.18,,Not significantly different than NYS 2016 average,"(40.941756, -73.836131)"
1122,NewYork-Presbyterian Lawrence Hospital,CLABSI Medical Surgical Ward,2016,8,3.9,"3,745",2.14,0.92,4.21,# CLABSI per 1000 line days,Not significantly different than NYS 2016 average,"(40.941756, -73.836131)"
1122,NewYork-Presbyterian Lawrence Hospital,CLABSI Medical ICU,2016,1,1.46,"1,577",0.63,0.02,3.53,# CLABSI per 1000 line days,Not significantly different than NYS 2016 average,"(40.941756, -73.836131)"
1122,NewYork-Presbyterian Lawrence Hospital,CDI Possibly-My-Hospital Associated,2016,11,,"47,396",2.32,,,"# possibly-my-hospital cases per 10,000 patient days, not risk-adjusted",Not compared,"(40.941756, -73.836131)"
1122,NewYork-Presbyterian Lawrence Hospital,CDI Hospital Onset,2016,24,26.92,"47,396",5.77,3.19,9.56,"# hospital onset cases per 10,000 patient days, risk-adjusted",Not significantly different than NYS 2016 average,"(40.941756, -73.836131)"
1122,NewYork-Presbyterian Lawrence Hospital,CDI Community Onset Not-My-Hospital,2016,40,,"10,223",0.39,,,"# community onset not-my-hospital cases per 100 admissions, not risk-adjusted",Not compared,"(40.941756, -73.836131)"
1124,SJRH - Dobbs Ferry Pavillion,SSI Overall Standardized Infection Ratio,2016,2,0.6,,3.32,0.4,11.99,,Not significantly different than NYS 2016 average,"(41.014721, -73.862259)"
1124,SJRH - Dobbs Ferry Pavillion,SSI Hip,2016,2,0.58,85,2.66,0.32,9.61,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2016 average,"(41.014721, -73.862259)"
1124,SJRH - Dobbs Ferry Pavillion,SSI Colon,2016,,,,,,,"# SSI per 100 procedures, risk-adjusted","Not compared, less than 20 procedures","(41.014721, -73.862259)"
1124,SJRH - Dobbs Ferry Pavillion,CRE Hospital Onset Infection Rate- Bloodstream Infections,2016,0,,"3,453",0,,,"# hospital onset blood stream CRE infections per 10,000 patient days",Not compared,"(41.014721, -73.862259)"
1124,SJRH - Dobbs Ferry Pavillion,CRE Hospital Onset Infection Rate- all body sites,2016,0,,"3,453",0,,,"# hospital onset CRE infections per 10,000 patient days",Not compared,"(41.014721, -73.862259)"
1124,SJRH - Dobbs Ferry Pavillion,CRE Admission Prevalence Rate- Bloodstream Infections,2016,0,,"1,323",0,,,"# admission prevalent CRE BSIs per 1,000 admissions",Not compared,"(41.014721, -73.862259)"
1124,SJRH - Dobbs Ferry Pavillion,CRE Admission Prevalence Rate- all body sites,2016,1,,"1,323",0.76,,,"# admission prevalent CRE infections per 1,000 admissions",Not compared,"(41.014721, -73.862259)"
1124,SJRH - Dobbs Ferry Pavillion,CLABSI Medical Surgical Ward,2016,0,0.05,51,0,0,58.74,# CLABSI per 1000 line days,Not significantly different than NYS 2016 average,"(41.014721, -73.862259)"
1124,SJRH - Dobbs Ferry Pavillion,CDI Possibly-My-Hospital Associated,2016,0,,"3,453",0,,,"# possibly-my-hospital cases per 10,000 patient days, not risk-adjusted",Not compared,"(41.014721, -73.862259)"
1124,SJRH - Dobbs Ferry Pavillion,CDI Hospital Onset,2016,1,0.64,"3,453",10.15,0.05,75.42,"# hospital onset cases per 10,000 patient days, risk-adjusted",Not significantly different than NYS 2016 average,"(41.014721, -73.862259)"
1124,SJRH - Dobbs Ferry Pavillion,CDI Community Onset Not-My-Hospital,2016,1,,"1,323",0.08,,,"# community onset not-my-hospital cases per 100 admissions, not risk-adjusted",Not compared,"(41.014721, -73.862259)"
1129,Phelps Memorial Hospital Assn,SSI Overall Standardized Infection Ratio,2016,0,3.68,,0,0,0.81,,Significantly lower than NYS 2016 average,"(41.107721, -73.859612)"
1129,Phelps Memorial Hospital Assn,SSI Hysterectomy,2016,0,0.56,39,0,0,5.97,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2016 average,"(41.107721, -73.859612)"
1129,Phelps Memorial Hospital Assn,SSI Hip,2016,0,1.35,249,0,0,1.71,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2016 average,"(41.107721, -73.859612)"
1129,Phelps Memorial Hospital Assn,SSI Colon,2016,0,1.76,41,0,0,8.43,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2016 average,"(41.107721, -73.859612)"
1129,Phelps Memorial Hospital Assn,CRE Hospital Onset Infection Rate- Bloodstream Infections,2016,0,,"39,243",0,,,"# hospital onset blood stream CRE infections per 10,000 patient days",Not compared,"(41.107721, -73.859612)"
1129,Phelps Memorial Hospital Assn,CRE Hospital Onset Infection Rate- all body sites,2016,0,,"39,243",0,,,"# hospital onset CRE infections per 10,000 patient days",Not compared,"(41.107721, -73.859612)"
1129,Phelps Memorial Hospital Assn,CRE Admission Prevalence Rate- Bloodstream Infections,2016,0,,"7,344",0,,,"# admission prevalent CRE BSIs per 1,000 admissions",Not compared,"(41.107721, -73.859612)"
1129,Phelps Memorial Hospital Assn,CRE Admission Prevalence Rate- all body sites,2016,2,,"7,344",0.27,,,"# admission prevalent CRE infections per 1,000 admissions",Not compared,"(41.107721, -73.859612)"
1129,Phelps Memorial Hospital Assn,CLABSI Pediatric Ward,2016,,,,,,,# CLABSI per 1000 line days,"Not compared, less than 50 central line days","(41.107721, -73.859612)"
1129,Phelps Memorial Hospital Assn,CLABSI Overall Standardized Infection Ratio,2016,1,2.01,,0.5,0.01,2.78,,Not significantly different than NYS 2016 average,"(41.107721, -73.859612)"
1129,Phelps Memorial Hospital Assn,CLABSI Medical Ward,2016,1,1.21,"1,068",0.94,0.02,5.22,# CLABSI per 1000 line days,Not significantly different than NYS 2016 average,"(41.107721, -73.859612)"
1129,Phelps Memorial Hospital Assn,CLABSI Medical Surgical Ward,2016,0,0.33,313,0,0,9.57,# CLABSI per 1000 line days,Not significantly different than NYS 2016 average,"(41.107721, -73.859612)"
1129,Phelps Memorial Hospital Assn,CLABSI Medical Surgical ICU,2016,0,0.46,567,0,0,5.28,# CLABSI per 1000 line days,Not significantly different than NYS 2016 average,"(41.107721, -73.859612)"
1129,Phelps Memorial Hospital Assn,CDI Possibly-My-Hospital Associated,2016,14,,"37,149",3.77,,,"# possibly-my-hospital cases per 10,000 patient days, not risk-adjusted",Not compared,"(41.107721, -73.859612)"
1129,Phelps Memorial Hospital Assn,CDI Hospital Onset,2016,24,25.75,"37,149",6.04,3.33,10,"# hospital onset cases per 10,000 patient days, risk-adjusted",Not significantly different than NYS 2016 average,"(41.107721, -73.859612)"
1129,Phelps Memorial Hospital Assn,CDI Community Onset Not-My-Hospital,2016,40,,"6,128",0.65,,,"# community onset not-my-hospital cases per 100 admissions, not risk-adjusted",Not compared,"(41.107721, -73.859612)"
1138,Blythedale Childrens Hospital,CRE Hospital Onset Infection Rate- Bloodstream Infections,2016,0,,"27,453",0,,,"# hospital onset blood stream CRE infections per 10,000 patient days",Not compared,"(41.076347, -73.798765)"
1138,Blythedale Childrens Hospital,CRE Hospital Onset Infection Rate- all body sites,2016,0,,"27,453",0,,,"# hospital onset CRE infections per 10,000 patient days",Not compared,"(41.076347, -73.798765)"
1138,Blythedale Childrens Hospital,CRE Admission Prevalence Rate- Bloodstream Infections,2016,0,,636,0,,,"# admission prevalent CRE BSIs per 1,000 admissions",Not compared,"(41.076347, -73.798765)"
1138,Blythedale Childrens Hospital,CRE Admission Prevalence Rate- all body sites,2016,1,,636,1.57,,,"# admission prevalent CRE infections per 1,000 admissions",Not compared,"(41.076347, -73.798765)"
1138,Blythedale Childrens Hospital,CDI Possibly-My-Hospital Associated,2016,0,,"27,453",0,,,"# possibly-my-hospital cases per 10,000 patient days, not risk-adjusted",Not compared,"(41.076347, -73.798765)"
1138,Blythedale Childrens Hospital,CDI Hospital Onset,2016,0,,"27,453",,,,"# hospital onset cases per 10,000 patient days, risk-adjusted",Not compared,"(41.076347, -73.798765)"
1138,Blythedale Childrens Hospital,CDI Community Onset Not-My-Hospital,2016,1,,636,0.16,,,"# community onset not-my-hospital cases per 100 admissions, not risk-adjusted",Not compared,"(41.076347, -73.798765)"
1139,Westchester Medical Center,SSI Overall Standardized Infection Ratio,2016,18,18.2,,0.99,0.59,1.56,,Not significantly different than NYS 2016 average,"(41.08945, -73.78256)"
1139,Westchester Medical Center,SSI Hysterectomy,2016,3,4.42,198,0.76,0.16,2.23,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2016 average,"(41.08945, -73.78256)"
1139,Westchester Medical Center,SSI Hip,2016,1,1.31,96,0.59,0.01,3.29,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2016 average,"(41.08945, -73.78256)"
1139,Westchester Medical Center,SSI Colon,2016,6,7.61,127,3.91,1.44,8.51,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2016 average,"(41.08945, -73.78256)"
1139,Westchester Medical Center,SSI CABG donor site,2016,3,0.78,242,1.29,0.27,3.78,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2016 average,"(41.08945, -73.78256)"
1139,Westchester Medical Center,SSI CABG chest site,2016,5,4.09,267,1.9,0.62,4.42,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2016 average,"(41.08945, -73.78256)"
1139,Westchester Medical Center,CRE Hospital Onset Infection Rate- Bloodstream Infections,2016,4,,"165,901",0.24,,,"# hospital onset blood stream CRE infections per 10,000 patient days",Not compared,"(41.08945, -73.78256)"
1139,Westchester Medical Center,CRE Hospital Onset Infection Rate- all body sites,2016,24,,"165,901",1.45,,,"# hospital onset CRE infections per 10,000 patient days",Not compared,"(41.08945, -73.78256)"
1139,Westchester Medical Center,CRE Admission Prevalence Rate- Bloodstream Infections,2016,1,,"19,432",0.05,,,"# admission prevalent CRE BSIs per 1,000 admissions",Not compared,"(41.08945, -73.78256)"
1139,Westchester Medical Center,CRE Admission Prevalence Rate- all body sites,2016,11,,"19,432",0.57,,,"# admission prevalent CRE infections per 1,000 admissions",Not compared,"(41.08945, -73.78256)"
1139,Westchester Medical Center,CLABSI Surgical Ward,2016,2,1.43,"1,834",1.09,0.13,3.94,# CLABSI per 1000 line days,Not significantly different than NYS 2016 average,"(41.08945, -73.78256)"
